date_time,data_set,loss_func,rnd_seed_input,rnd_search_iter,rnd_search_iter_no,beta,eta,epochs,patience,early_stop_delay,batch_size,learning_rate,lambda_mod,n_layers,n_units,prob_drop,epoch_stopped_on,loss_mse_train,loss_rmse_train,loss_mae_train,loss_rmsle_train,r2_train,loss_mse_val,loss_rmse_val,loss_mae_val,loss_rmsle_val,r2_val,r2_val_avg,r2_train_2_avg,r2_train_3_avg,date_time_seed,model_checkpoint_name,r2_test,r2_test_avg,loss_mae_test,loss_rmse_test,loss_rmsle_test,weibull_loss,prob_drop_true,mse,rmse,rmsle,weibull_mse,weibull_rmse,weibull_rmsle,weibull_only_mse,weibull_only_rmse,weibull_only_rmsle
2021_04_05_14:44:27,ims,weibull_rmsle,4630474,3000,2,2.0,63.89398092270162,2000,50,0,256,0.01,0.8591113112065834,3,16,0.5,2,0.0671837094785838,0.2509495913982391,0.2121315002441406,0.1740674078464508,0.241972415423414,0.0580144599080085,0.2408619374036789,0.2121315002441406,0.1695467829704284,0.2785480945289678,0.2881152236840777,0.5280926155665893,0.2107968063357894,2021_04_05_14:44:27_4630474,2021_04_05_14:44:27_weibull_rmsle_4630474.pt,0.6473620561966669,0.6567677887223253,0.12515263259410858,0.16839493811130524,0.12551997601985931,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:29:08,ims,rmse,2675894,3000,2,2.0,63.89398092270162,2000,50,0,256,0.001,0.8254261275581577,7,256,0.0,4,0.0588503108713133,0.2421057224273681,0.2019892632961273,0.1659270077943802,0.2944592878459819,0.0591082498431205,0.2431219071149826,0.2019892632961273,0.1687654107809066,0.2649459906946113,0.2758149582444457,0.7174815292975452,0.3115296349498253,2021_04_05_14:29:08_2675894,2021_04_05_14:29:08_rmse_2675894.pt,0.6470757258489188,0.6707982055581336,0.12241802364587784,0.16846328973770142,0.12124664336442947,0,0,0,1,0,0,0,0,0,0,0
2021_04_05_13:52:02,ims,mse,6453999,3000,2,2.0,63.89398092270162,2000,50,0,32,0.0001,1.913796445066384,5,64,0.4,16,0.0607205183940683,0.2448424845933914,0.2053486108779907,0.1702946573495865,0.2784182379980691,0.055196613073349,0.2349396049976349,0.2053486108779907,0.1644420325756073,0.3135901021728126,0.3217626718290762,0.6399899832108626,0.2465153511536206,2021_04_05_13:52:02_6453999,2021_04_05_13:52:02_mse_6453999.pt,0.646986822074887,0.657828649566601,0.13081084191799164,0.16848450899124146,0.12464474886655807,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_16:40:44,ims,weibull_rmse,4635591,3000,2,2.0,63.89398092270162,2000,50,0,512,0.001,1.5841741225341637,7,128,0.1,10,0.0552657666305701,0.2326567769050598,0.1931356787681579,0.1622966974973678,0.3484566243502305,0.0554588288068771,0.2354970127344131,0.1931356787681579,0.1638830751180648,0.3103292672202695,0.3186970820230393,0.7309313544335658,0.3600936327885624,2021_04_05_16:40:44_4635591,2021_04_05_16:40:44_weibull_rmse_4635591.pt,0.6467399656299451,0.6600163263708823,0.1343178153038025,0.16854341328144073,0.12215414643287659,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_14:43:54,ims,weibull_mse,3404138,3000,4,2.0,63.89398092270162,2000,50,0,512,0.001,2.9432225915335426,6,16,0.1,14,0.0609444613258043,0.2456329315900802,0.2051784247159958,0.1714306771755218,0.2737516970243038,0.0558641888201236,0.2363560944795608,0.2051784247159958,0.1653287857770919,0.3052883134948885,0.3132019760527978,0.6400669923395834,0.2526001855856066,2021_04_05_14:43:54_3404138,2021_04_05_14:43:54_weibull_mse_3404138.pt,0.6466749597738735,0.6567739067864558,0.12990649044513702,0.16855891048908234,0.12481392920017242,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_14:36:35,ims,weibull_mse,5091644,3000,1,2.0,63.89398092270162,2000,50,0,32,0.0001,2.5839648047741,7,128,0.6,28,0.0616840908556005,0.2482520043849945,0.2076976001262664,0.1709133088588714,0.2581817918297021,0.0500352531671524,0.2236856520175933,0.2076976001262664,0.1557513624429702,0.3777753509241428,0.3875126810177264,0.6694673090614895,0.2306381516295533,2021_04_05_14:36:35_5091644,2021_04_05_14:36:35_weibull_mse_5091644.pt,0.6466151073070119,0.6615926363143776,0.13513816893100739,0.16857318580150604,0.12308906763792038,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_17:02:11,ims,weibull_rmsle,2903090,3000,3,2.0,63.89398092270162,2000,50,0,128,0.01,1.9872161611197,3,16,0.25,1,0.0709222507630956,0.2494416087865829,0.2096748799085617,0.1724023967981338,0.2510553094978004,0.0552283935248851,0.2350072413682937,0.2096748799085617,0.1633113324642181,0.3131949010505837,0.3191530113445583,0.6169799682013333,0.214718633875231,2021_04_05_17:02:11_2903090,2021_04_05_17:02:11_weibull_rmsle_2903090.pt,0.646587558084345,0.6523963045645407,0.14080260694026947,0.16857975721359253,0.1225421279668808,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:53:01,ims,rmse,510875,3000,13,2.0,63.89398092270162,2000,50,0,32,0.0001,2.135895587051019,4,64,0.0,7,0.0616428233097474,0.2462017238140106,0.2060184329748153,0.1720727235078811,0.2703844395177945,0.0583036132156848,0.2414614409208297,0.2060184329748153,0.1692074984312057,0.2749523173139125,0.2854683511453511,0.6333940282238371,0.2395407023900769,2021_04_05_15:53:01_510875,2021_04_05_15:53:01_rmse_510875.pt,0.6464747988934979,0.6532636740357542,0.1398908793926239,0.16860665380954742,0.12297298014163971,0,0,0,1,0,0,0,0,0,0,0
2021_04_05_17:17:15,ims,weibull_mse,2135948,3000,5,2.0,63.89398092270162,2000,50,0,512,0.0001,0.5068346332385575,6,32,0.0,56,0.0612104266881942,0.2470467835664749,0.2068703025579452,0.1732092946767807,0.2653671511517694,0.056905560195446,0.2385488897562027,0.2068703025579452,0.1666425615549087,0.2923381163199675,0.3013255505315214,0.5911652582746234,0.2435717149412252,2021_04_05_17:17:15_2135948,2021_04_05_17:17:15_weibull_mse_2135948.pt,0.6464121216305256,0.6539753561189631,0.13662190735340118,0.16862159967422485,0.12403261661529541,1,0,0,0,0,1,0,0,0,0,0
2021_04_05_14:47:01,ims,weibull_rmsle,2675894,3000,7,2.0,63.89398092270162,2000,50,0,256,0.0001,2.709482555534564,6,128,0.2,24,0.0574668327282215,0.2415106892585754,0.2020732760429382,0.1661112308502197,0.2979231187579552,0.048843540251255,0.221005767583847,0.2020732760429382,0.152001142501831,0.3925951563891098,0.4105383409079314,0.7491071914963465,0.2700200653194941,2021_04_05_14:47:01_2675894,2021_04_05_14:47:01_weibull_rmsle_2675894.pt,0.6461676271602543,0.6630395943010816,0.13671614229679108,0.16867989301681519,0.12205171585083008,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:41:52,ims,weibull_mse,6788112,3000,12,2.0,63.89398092270162,2000,50,0,512,0.001,1.2025730831418455,5,16,0.2,16,0.0599744935830434,0.2444144040346145,0.2050599306821823,0.1703592836856842,0.2809393618942358,0.0565197877585887,0.2377389222383499,0.2050599306821823,0.1663761436939239,0.2971355156518218,0.3051629127302552,0.6239501588367412,0.2567781363860076,2021_04_05_15:41:52_6788112,2021_04_05_15:41:52_weibull_mse_6788112.pt,0.6460392571760692,0.6572519651928834,0.1290876269340515,0.16871048510074615,0.1250203549861908,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_14:59:57,ims,weibull_rmsle,5198874,3000,14,2.0,63.89398092270162,2000,50,0,128,0.0001,2.218120181549988,7,128,0.1,10,0.0594963758926967,0.2447252422571182,0.2042454034090042,0.1687083542346954,0.2791091934222247,0.0556730218231678,0.2359513491392135,0.2042454034090042,0.1637012809514999,0.3076655704836536,0.3196103999014132,0.7408619331648572,0.2395218793607146,2021_04_05_14:59:57_5198874,2021_04_05_14:59:57_weibull_rmsle_5198874.pt,0.6460106728433663,0.6562122889773493,0.14218354225158691,0.16871729493141174,0.12182100862264633,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:42:58,ims,rmse,6788112,3000,13,2.0,63.89398092270162,2000,50,0,64,0.001,0.6398027057229915,6,32,0.4,4,0.063421709317228,0.2487151622772216,0.2097239792346954,0.1718832701444625,0.2554112829611,0.0568469986319541,0.2384261041879654,0.2097239792346954,0.1677365154027938,0.2930663811633892,0.3037675800421461,0.596524093839297,0.2277698579041497,2021_04_05_15:42:58_6788112,2021_04_05_15:42:58_rmse_6788112.pt,0.6458522014869511,0.662995622435408,0.12040773779153824,0.16875505447387695,0.12589944899082184,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_14:07:04,ims,weibull_rmsle,6453999,3000,5,2.0,63.89398092270162,2000,50,0,32,0.001,2.9798082503843752,4,64,0.5,2,0.067299079215032,0.2505622506141662,0.2110666185617447,0.1727859526872635,0.2443107370721856,0.0507003515958786,0.2251674085855484,0.2110666185617447,0.155467227101326,0.3695043721245751,0.3757651194784182,0.6287218695098689,0.1981911636869715,2021_04_05_14:07:04_6453999,2021_04_05_14:07:04_weibull_rmsle_6453999.pt,0.6457897012334365,0.6535181148193712,0.13527174293994904,0.1687699407339096,0.12378207594156265,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:48:23,ims,weibull_rmsle,1283070,3000,5,2.0,63.89398092270162,2000,50,0,128,0.0001,2.769860485895827,7,128,0.2,12,0.0600355222564319,0.2421873211860656,0.2020664513111114,0.1677020192146301,0.2939836372743559,0.0503805913031101,0.224456250667572,0.2020664513111114,0.1538771092891693,0.3734808323315101,0.3890615473000802,0.7328910901688949,0.2676334628844702,2021_04_05_13:48:23_1283070,2021_04_05_13:48:23_weibull_rmsle_1283070.pt,0.6457371856711067,0.659711017458037,0.13770610094070435,0.16878245770931244,0.12268548458814621,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:41:52,ims,weibull_rmsle,5826015,3000,1,2.0,63.89398092270162,2000,50,0,128,0.001,0.9305003261598406,6,256,0.1,3,0.0586953035330977,0.2491564303636551,0.2076572775840759,0.1694776713848114,0.2527666927960823,0.0503998920321464,0.224499225616455,0.2076572775840759,0.1525635719299316,0.3732408125841886,0.3818436265409981,0.7927782633091476,0.2036597366193658,2021_04_05_15:41:52_5826015,2021_04_05_15:41:52_weibull_rmsle_5826015.pt,0.645708227936103,0.6583450558281263,0.15070180594921112,0.1687893569469452,0.1182437613606453,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:58:04,ims,mse,1812679,3000,3,2.0,63.89398092270162,2000,50,0,128,0.001,1.497176154431512,6,16,0.0,4,0.0642763880434735,0.2485041916370391,0.2092622220516204,0.1731823682785034,0.2566738552035081,0.0600692518055439,0.2450903207063675,0.2092622220516204,0.1725914180278778,0.252995275696857,0.2622235713065914,0.5478206783838533,0.2352905284864831,2021_04_05_13:58:04_1812679,2021_04_05_13:58:04_mse_1812679.pt,0.6454301687527146,0.6550356175534711,0.1290668547153473,0.16885557770729065,0.12519431114196777,0,0,1,0,0,0,0,0,0,0,0
2021_04_05_16:39:08,ims,weibull_mse,4635591,3000,1,2.0,63.89398092270162,2000,50,0,256,0.01,0.5469115934000444,5,64,0.1,2,0.0551818557854356,0.2411125600337982,0.2024614214897155,0.1653660386800766,0.3002359815198864,0.0559036396443843,0.2364395409822464,0.2024614214897155,0.1655162870883941,0.3047976967092753,0.3170860711234862,0.7205970566963029,0.2575452888062715,2021_04_05_16:39:08_4635591,2021_04_05_16:39:08_weibull_mse_4635591.pt,0.6450215050806565,0.6680148766234906,0.12332462519407272,0.1689528524875641,0.12414020299911499,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_15:27:26,ims,weibull_rmsle,510875,3000,7,2.0,63.89398092270162,2000,50,0,512,0.01,2.182225700524092,3,32,0.0,2,0.0668957916398843,0.2550435364246368,0.2145542502403259,0.1753384321928024,0.2170380535953924,0.056468840688467,0.2376317530870437,0.2145542502403259,0.1634312719106674,0.2977690428189302,0.3009707814869796,0.6030935812022924,0.1682338824388203,2021_04_05_15:27:26_510875,2021_04_05_15:27:26_weibull_rmsle_510875.pt,0.6443973702006959,0.6505620697285213,0.136515811085701,0.1691013127565384,0.12347393482923508,1,0,0,0,0,0,0,1,0,0,0
2021_04_05_14:59:07,ims,rmse,8462708,3000,9,2.0,63.89398092270162,2000,50,0,512,0.0001,1.4464613718367765,5,64,0.5,95,0.0608259270588556,0.2464489191770553,0.2064489275217056,0.1710836291313171,0.2689185345544346,0.0519682876765728,0.2279655635356903,0.2064489275217056,0.1586639136075973,0.3537366600709101,0.3628950811708388,0.6531022522007008,0.2415055401832244,2021_04_05_14:59:07_8462708,2021_04_05_14:59:07_rmse_8462708.pt,0.6442995712851658,0.6562261044566174,0.13585568964481354,0.169124573469162,0.12393002212047577,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_15:23:13,ims,rmse,510875,3000,6,2.0,63.89398092270162,2000,50,0,128,0.001,2.360604339861847,5,16,0.0,4,0.0637494926180305,0.2469494938850402,0.2073556780815124,0.1720775067806244,0.2659457269751574,0.0540965907275676,0.2325867712497711,0.2073556780815124,0.1628520637750625,0.3272696395565785,0.3354693213071589,0.5862859205386245,0.2429072612850825,2021_04_05_15:23:13_510875,2021_04_05_15:23:13_rmse_510875.pt,0.6438683971236876,0.6535780556501177,0.12740683555603027,0.16922704875469208,0.12550236284732819,0,0,0,1,0,0,0,0,0,0,0
2021_04_05_13:49:07,ims,weibull_rmsle,8342993,3000,5,2.0,63.89398092270162,2000,50,0,32,0.001,2.546684700603845,6,128,0.5,2,0.0647155106815969,0.2400097548961639,0.2011467218399047,0.1672986447811126,0.3066224826518009,0.0519790388643741,0.2279891520738601,0.2011467218399047,0.1585369110107422,0.3536029340766428,0.3587686971670296,0.6153119068863762,0.3002290927328417,2021_04_05_13:49:07_8342993,2021_04_05_13:49:07_weibull_rmsle_8342993.pt,0.6436450205923325,0.6550612948482355,0.12584839761257172,0.16928011178970337,0.1252572387456894,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:02:59,ims,mse,7692944,3000,9,2.0,63.89398092270162,2000,50,0,128,0.01,2.413175922987889,6,256,0.4,1,0.0674143088018072,0.2368707358837127,0.198522999882698,0.1649134159088134,0.3246409158072071,0.0582083836197853,0.2412641644477844,0.198522999882698,0.1705919206142425,0.2761365000454467,0.2976820041244573,0.6647168787132259,0.3050937003729734,2021_04_05_14:02:59_7692944,2021_04_05_14:02:59_mse_7692944.pt,0.6435182422222376,0.65796211754626,0.12389946728944778,0.16931022703647614,0.12468086928129196,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_14:29:44,ims,weibull_mse,6453999,3000,9,2.0,63.89398092270162,2000,50,0,256,0.001,1.3529879071887778,5,32,0.25,7,0.0617022035193854,0.2443979084491729,0.2048706114292144,0.171688362956047,0.2810363952229542,0.0575219132006168,0.2398372739553451,0.2048706114292144,0.1689498126506805,0.2846733495891039,0.2965348322377221,0.5743253045284351,0.2681440071872559,2021_04_05_14:29:44_6453999,2021_04_05_14:29:44_weibull_mse_6453999.pt,0.6432304117329084,0.6557705954461639,0.1214161068201065,0.16937856376171112,0.12660369277000427,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_14:12:12,ims,rmsle,7286648,3000,8,2.0,63.89398092270162,2000,50,0,64,0.001,1.3523525752675345,5,64,0.0,1,0.0740451866517896,0.2471651881933212,0.2070283889770507,0.1733817905187606,0.2646627699633913,0.0574509911239147,0.2396893948316574,0.2070283889770507,0.1679511219263076,0.2855552350531913,0.2952718677935189,0.5875099894749183,0.241239103593307,2021_04_05_14:12:12_7286648,2021_04_05_14:12:12_rmsle_7286648.pt,0.6430558699816149,0.6519385548795655,0.1282166838645935,0.16941998898983002,0.1259402632713318,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_14:50:35,ims,weibull_rmsle,7196474,3000,4,2.0,63.89398092270162,2000,50,0,64,0.001,2.113091018956774,5,128,0.1,1,0.0704866294627604,0.2447030693292617,0.2049255520105362,0.1706985831260681,0.2792398537652402,0.0544690452516078,0.2333860695362091,0.2049255520105362,0.1627303957939148,0.3226379353927595,0.3358571834849236,0.6558613057824901,0.2475247828551592,2021_04_05_14:50:35_7196474,2021_04_05_14:50:35_weibull_rmsle_7196474.pt,0.6430159468638958,0.6526013506069726,0.1336556077003479,0.1694294512271881,0.12486443668603897,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:03:51,ims,rmsle,8462708,3000,11,2.0,63.89398092270162,2000,50,0,512,0.0001,1.1909852209345648,7,128,0.25,50,0.0585294283926487,0.2422832697629928,0.2010116875171661,0.1673358231782913,0.2934240867954819,0.0508839711546897,0.225574791431427,0.2010116875171661,0.1522339135408401,0.3672209111404471,0.3759503585975161,0.774353186382815,0.288699255125681,2021_04_05_15:03:51_8462708,2021_04_05_15:03:51_rmsle_8462708.pt,0.6425739736487593,0.6549999123208766,0.15055601298809052,0.16953431069850922,0.11912819743156433,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:40:36,ims,weibull_rmse,4605187,3000,1,2.0,63.89398092270162,2000,50,0,512,0.0001,0.4013870383391941,4,32,0.5,138,0.0604555609325567,0.2457254827022552,0.2059275656938552,0.1717701554298401,0.2732042961490103,0.0543479733169078,0.2331265360116958,0.2059275656938552,0.1621702164411544,0.3241435923925744,0.3323854475468005,0.6140748989596136,0.2505642156594876,2021_04_05_14:40:36_4605187,2021_04_05_14:40:36_weibull_rmse_4605187.pt,0.6424298391606488,0.6517885106892187,0.13270722329616547,0.1695684939622879,0.12520283460617065,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_13:16:20,ims,weibull_mse,8589708,3000,0,2.0,63.89398092270162,2000,50,0,512,0.01,1.5980064018147149,5,64,0.4,2,0.067569100856781,0.255277544260025,0.2157982885837555,0.1760019809007644,0.2156007427327066,0.0506214499473571,0.2249921411275863,0.2157982885837555,0.1582575142383575,0.3704856043912984,0.3867973242516445,0.5888061626945282,0.1688851741330537,2021_04_05_13:16:20_8589708,2021_04_05_13:16:20_weibull_mse_8589708.pt,0.6423466629261247,0.6543320326681373,0.13144470751285553,0.16958820819854736,0.12512312829494476,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_12:33:16,ims,rmsle,6956428,3000,7,2.0,63.89398092270162,2000,50,0,512,0.01,2.856123510198021,4,64,0.5,2,0.0681082767744859,0.2501474320888519,0.2113583832979202,0.1741720736026764,0.2468108272025718,0.0573681928217411,0.2395166158676147,0.2113583832979202,0.1686441451311111,0.2865848934153386,0.2970195186687943,0.522534030567572,0.2229201323909796,2021_04_05_12:33:16_6956428,2021_04_05_12:33:16_rmsle_6956428.pt,0.6412129088165156,0.6536524380334037,0.12223680317401886,0.16985678672790527,0.12709744274616241,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_15:20:55,ims,mse,4605187,3000,8,2.0,63.89398092270162,2000,50,0,32,0.001,2.6768831851850674,7,128,0.0,1,0.0693447771095813,0.2515366375446319,0.2122974395751953,0.1737192273139953,0.2384219182496847,0.0499825701117515,0.2235678434371948,0.2122974395751953,0.1561618596315384,0.378430513626854,0.3949248058868876,0.6118074360879378,0.2012018498175709,2021_04_05_15:20:55_4605187,2021_04_05_15:20:55_mse_4605187.pt,0.6410145495531018,0.6629317663735438,0.11997862905263901,0.1699037402868271,0.12669239938259125,0,0,1,0,0,0,0,0,0,0,0
2021_04_05_14:44:19,ims,weibull_rmsle,1812679,3000,20,2.0,63.89398092270162,2000,50,0,512,0.001,1.09170741680505,5,16,0.2,14,0.0608757446209589,0.2456484287977218,0.2054746001958847,0.1704476922750473,0.2736600448637186,0.0553912632167339,0.2353534996509552,0.2054746001958847,0.1630207002162933,0.3111694883554162,0.3171012780594592,0.6664224627159734,0.240858624707975,2021_04_05_14:44:19_1812679,2021_04_05_14:44:19_weibull_rmsle_1812679.pt,0.6408591022106949,0.6492055478467617,0.1396559476852417,0.1699405163526535,0.12412075698375702,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:58:55,ims,weibull_rmsle,5198874,3000,13,2.0,63.89398092270162,2000,50,0,512,0.01,2.314502140229976,5,16,0.6,8,0.0599279517928759,0.2459693104028701,0.2073799967765808,0.1694911569356918,0.2717612502246401,0.0525970011949539,0.2293403893709182,0.2073799967765808,0.159367948770523,0.3459181219879241,0.3512679727840565,0.6226829011440436,0.2361326105807846,2021_04_05_14:58:55_5198874,2021_04_05_14:58:55_weibull_rmsle_5198874.pt,0.6408204896060834,0.6494644540779799,0.12850479781627655,0.16994966566562653,0.12571804225444794,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:50:30,ims,weibull_rmsle,952590,3000,3,2.0,63.89398092270162,2000,50,0,512,0.01,2.242169286138544,4,16,0.5,3,0.0686094418168068,0.2558991014957428,0.2173347920179367,0.1774421632289886,0.2117762395721762,0.057192463427782,0.2391494810581207,0.2173347920179367,0.1686718910932541,0.2887702996380736,0.2979829013690959,0.4469751681400536,0.1874794504578638,2021_04_05_15:50:30_952590,2021_04_05_15:50:30_weibull_rmsle_952590.pt,0.6406581892340717,0.6519729854541143,0.12461530417203903,0.16998805105686188,0.127081036567688,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_16:26:20,ims,rmsle,3860637,3000,0,2.0,63.89398092270162,2000,50,0,32,0.0001,1.5604739501611418,5,16,0.0,15,0.0624132884349104,0.2485117614269256,0.2093069702386856,0.1728104054927826,0.2566285587897222,0.0550044253468513,0.2345302253961563,0.2093069702386856,0.1644820719957351,0.3159801060413442,0.3232820973583482,0.5626082144531264,0.2244155283331815,2021_04_05_16:26:20_3860637,2021_04_05_16:26:20_rmsle_3860637.pt,0.640274493925451,0.6486782161396669,0.1274188905954361,0.17007876932621002,0.126475527882576,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_14:40:23,ims,rmsle,8488508,3000,1,2.0,63.89398092270162,2000,50,0,128,0.0001,0.0920624857913813,6,128,0.25,18,0.0606833099676617,0.242406278848648,0.2022568434476852,0.1674219518899917,0.2927065032154105,0.0488314218819141,0.2209783643484115,0.2022568434476852,0.1512424349784851,0.3927458410449203,0.4043377398883966,0.7347995766468352,0.2680762245688297,2021_04_05_14:40:23_8488508,2021_04_05_14:40:23_rmsle_8488508.pt,0.6402013679108908,0.6531888411285596,0.13532663881778717,0.17009605467319489,0.12415169179439545,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_15:17:11,ims,rmsle,510875,3000,4,2.0,63.89398092270162,2000,50,0,128,0.01,1.4267845432477686,4,64,0.1,1,0.0653111515887852,0.2377589493989944,0.1995094120502472,0.1622000634670257,0.3195665209850986,0.0568508505821228,0.2384341806173324,0.1995094120502472,0.1658458709716797,0.2930184793737815,0.3038242241030685,0.7009999107021813,0.3225681448680849,2021_04_05_15:17:11_510875,2021_04_05_15:17:11_rmsle_510875.pt,0.6400508215324993,0.6622418057684019,0.11266177892684937,0.170131653547287,0.12288428843021393,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:32:05,ims,mse,1812679,3000,18,2.0,63.89398092270162,2000,50,0,256,0.01,2.8835334789807026,7,64,0.6,6,0.0582405403256416,0.2489717155694961,0.2086415141820907,0.1700880378484726,0.2538743407574063,0.0503832250833511,0.2244621068239212,0.2086415141820907,0.1584611237049102,0.3734480721489733,0.3865270211822365,0.7060257551341205,0.1965076818419403,2021_04_05_14:32:05_1812679,2021_04_05_14:32:05_mse_1812679.pt,0.6392232577886564,0.6492017535682844,0.13289348781108856,0.1703271120786667,0.12458257377147675,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_15:10:36,ims,rmse,7365814,3000,6,2.0,63.89398092270162,2000,50,0,128,0.0001,2.320234194395143,6,32,0.2,32,0.0595587693026353,0.2442042678594589,0.2039198875427246,0.1702827662229538,0.2821752290972021,0.0560608059167861,0.2367716431617736,0.2039198875427246,0.1650320440530777,0.3028432854449577,0.3091754736501895,0.6589709782517879,0.259222374342285,2021_04_05_15:10:36_7365814,2021_04_05_15:10:36_rmse_7365814.pt,0.6386589273493359,0.6478233623708751,0.13930580019950867,0.1704602688550949,0.12472447007894516,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_16:42:32,ims,rmsle,4252823,3000,5,2.0,63.89398092270162,2000,50,0,512,0.01,0.1928960789444161,7,32,0.25,3,0.0656743278106053,0.2455022633075714,0.2048135995864868,0.1696183383464813,0.2745241387840051,0.0640726536512374,0.253125786781311,0.2048135995864868,0.1764183789491653,0.2032100875338641,0.2066150335957856,0.6624266668619927,0.2629841494222866,2021_04_05_16:42:32_4252823,2021_04_05_16:42:32_rmsle_4252823.pt,0.6384295738521104,0.6496358154350937,0.14585112035274506,0.17051436007022858,0.12255582958459854,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:57:23,ims,weibull_rmse,6788112,3000,2,2.0,63.89398092270162,2000,50,0,512,0.0001,0.1340534766915725,6,64,0.4,89,0.0592517639199892,0.2432429492473602,0.2027300000190735,0.1688341647386551,0.2878155995060734,0.0520038865506649,0.2280436307191848,0.2027300000190735,0.1577427983283996,0.3532939414978097,0.3598866369184688,0.6848260326097573,0.2746597851647192,2021_04_05_14:57:23_6788112,2021_04_05_14:57:23_weibull_rmse_6788112.pt,0.6383952935375701,0.651654139609201,0.13998882472515106,0.17052243649959564,0.12384455651044846,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_16:18:22,ims,rmse,1220506,3000,11,2.0,63.89398092270162,2000,50,0,64,0.01,2.671768772632994,2,64,0.1,1,0.064090078032535,0.2354694455862045,0.1962044835090637,0.1657815128564834,0.3326079194866013,0.0546872355043888,0.2338530570268631,0.1962044835090637,0.1650623381137848,0.3199245293129594,0.3446789622063066,0.6313353274469706,0.3399298357864423,2021_04_05_16:18:22_1220506,2021_04_05_16:18:22_rmse_1220506.pt,0.6381494795731748,0.6567755151816337,0.1244690790772438,0.1705804020166397,0.1251298040151596,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_14:24:03,ims,weibull_rmse,1102269,3000,10,2.0,63.89398092270162,2000,50,0,256,0.01,1.827086968365456,5,64,0.2,1,0.0723394352043497,0.2573436796665191,0.2165241092443466,0.1766859889030456,0.202851898034415,0.0537068285048007,0.2317473739385604,0.2165241092443466,0.1606243401765823,0.3321166282568153,0.3380477194214315,0.6277248271566378,0.1490848631832955,2021_04_05_14:24:03_1102269,2021_04_05_14:24:03_weibull_rmse_1102269.pt,0.6380923224813747,0.6461562726746621,0.13973815739154816,0.17059385776519775,0.12435676157474518,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_17:05:55,ims,rmsle,4006342,3000,8,2.0,63.89398092270162,2000,50,0,64,0.001,0.3458904988320188,4,16,0.6,7,0.0654998906280683,0.2533861994743347,0.2146307826042175,0.1752167344093322,0.2271808875580767,0.0573505610227584,0.2394797801971435,0.2146307826042175,0.1690470427274704,0.2868041653345137,0.2959782835588136,0.5392852039355366,0.1897257307429067,2021_04_05_17:05:55_4006342,2021_04_05_17:05:55_rmsle_4006342.pt,0.6380906535736524,0.6478915081050869,0.12966270744800568,0.17059426009655,0.1264186054468155,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_13:48:04,ims,weibull_rmsle,7668597,3000,10,2.0,63.89398092270162,2000,50,0,256,0.001,0.0081708082959753,5,32,0.2,6,0.0625495628036301,0.246034562587738,0.2058022916316986,0.1704109758138656,0.2713747484739089,0.0545245297253131,0.23350490629673,0.2058022916316986,0.161482572555542,0.3219479216549573,0.3288150924179143,0.6779250595682318,0.2363944701434642,2021_04_05_13:48:04_7668597,2021_04_05_13:48:04_weibull_rmsle_7668597.pt,0.6366594464411917,0.6438252795692174,0.1445327252149582,0.17093123495578766,0.12377145141363144,1,1,0,0,0,0,0,1,0,0,0
